,Unnamed: 0_x,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,song_id,song,year,artist,genre,lyrics,video_path,path,video_length,scene_count,frame_count,mot_int_mean,mot_int_std,lighting_met,light_mean,sat_met,sat_mean,col_en,colness,Unnamed: 0_y,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29
0,0,0,0,0,104799,holy,2016,florida-georgia-line,Country,When the sun had left and the winter came And the sky fall could only bring the rain I sat in darkness all broken hearted I couldn't find a day I didn't feel alone I never meant to cry started losing hope But somehow baby you broke through and saved me You're an angel tell me you're never leaving 'Cause you're the first thing I know I can believe in You're holy holy holy holy I'm high on loving you high on loving you You're holy holy holy holy I'm high on loving you high on loving you You made the brightest days from the darkest nights You're the river bank where I was baptized Cleanse all the demons That were killing my freedom Let me lay you down give me to ya Get you singing babe hallelujah We'll be touching we'll be touching heaven You're an angel tell me you're never leaving 'Cause you're the first thing I know I can believe in You're holy holy holy holy I'm high on loving you high on loving you You're holy holy holy holy I'm high on loving you high on loving you I don't need the stars cause you shine for me Like fire in my veins you're my ecstasy You're my ecstasy You're holy holy holy holy I'm high on loving you high on loving you You're holy holy holy holy I'm high on loving you high on loving you You're the healing hands where it used to hurt You're my saving grace you're my kind of church You're holy,https://www.youtube.com/watch?v=zXDAYlhdkyg,vids/Florida Georgia Line - HOLY.mp4,228,41,5495,0.1058668054715767,0.0775963433670028,320561.0835304823,66.49247760037535,-1326006.9237488627,101.30510168018908,191.8797562246453,27.111179740984863,104799,0.009667923453522142,0.0003043933952451091,0.0007294690489296949,0.00012842478728022487,0.07202242510603599,0.1424466083642481,0.0005623842108698408,0.0013778488533773851,0.0004923630835370035,8.301559830021776e-05,0.1864844582442126,0.00048536952291005795,0.019583082105288353,0.019594238808252434,0.09016252978885556,0.0008691561729650761,0.0013212507586302057,0.00186228238410976,0.01027637754015692,0.08098020997859282,0.000535823883366239,9.426902561640779e-05,0.0011092868328613492,0.0007608656064208485,0.0017912221830890212,0.0005916666850204359,0.009308552040817642,0.34465517786172734,0.001137132937883524,0.0005821917378776773
1,1,1,1,1,96856,temporary-home,2009,carrie-underwood,Country,"Little boy six years old A little too used to bein alone Another new mom and dad another school Another house that'll never be home When people ask him how he likes this place He looks up and says with a smile upon his face ""This is my temporary home It's not where I belong Windows in rooms that I'm passin through This is just a stop on the way to where I'm going I'm not afraid because I know this is my Temporary home "" Young mom on her own She needs a little help got nowhere to go She's lookin for a job lookin for a way out 'Cause a half way house will never be a home At night she whispers to her baby girl Someday we'll find a place here in this world ""This is our temporary home It's not where we belong Windows in rooms that we're passin through This is just a stop on the way to where we're going I'm not afraid because I know this is our Temporary Home "" Old man hospital bed The room is filled with people he loves And he whispers don't cry for me I'll see you all someday He looks up and says ""I can see God's face"" ""This is my temporary Home It's not where I belong Windows in rooms that I'm passin through This was just a stop on the way to where I'm going I'm not afraid because I know this was My temporary home "" This is our temporary home",https://www.youtube.com/watch?v=LraOiHUltak,vids/Carrie Underwood - Temporary Home (Official Video).mp4,300,97,9014,0.1412144499115606,0.0805772716142262,-300417.62624805863,87.13971572721373,-203915.2169957844,185.33475028524308,385.4697742438771,31.98317889696542,96856,0.07983923480368374,0.00045190190728112826,0.0010829684863839914,0.00019065921672635014,0.015243614198972029,0.001919980362374538,0.000834914625240893,0.1723098082408591,0.0007309613808999505,0.0001232448134288327,0.0018122436152358456,0.0007205787529081112,0.0028785088128772526,0.40890983686702737,0.09456338410087686,0.0012903477487473346,0.0019615265874636987,0.0027647412014231917,0.054548043729758786,0.06783407753860583,0.0007954832090394211,0.0001399516321281702,0.0016468453104517237,0.0666158321535466,0.0026592453500851746,0.000878387335638925,0.0007222097561613626,0.0008817113484597343,0.014785436068189802,0.0008643208455242079
2,2,2,2,2,200403,pistol,2007,dustin-kensrue,Country,Love how you curse when I wake you up Sweetly demand that I fill your cup With the smile of your cool gunpowder glare Honey you lay me bare You're the girl of my dreams And a pistol it seems but you shoot me straight and true Time to lay down my bets Oh I put all my money on you When I'm in the dark girl you bring me light It seems like you're almost always right So keep boxing my ears when I sew them shut Baby you sure are tough You're the girl of my dreams And a pistol it seems but you shoot me straight and true Time to lay down my fears Honey I feel so safe around you If the tiller man taught me anything It's that a hard headed woman is what I need To help me to always do my best Baby my life is blessed You're the girl of my dreams Darling please wear this ring You're an angel through and through Time to lay down my life Honey I'd do it gladly for you Time to lay down my life Honey I'd do it gladly for you,https://www.youtube.com/watch?v=72D49j0RcPs,vids/Dustin Kensrue Pistol (Official Music Video).mp4,251,82,7556,0.1458977753267973,0.1154361710995335,158338.65643197455,55.63263952246835,-469835.9853096877,163.46286876047736,284.1705914702942,2.6905558499190665,200403,0.0012723968329536373,0.0004578991268392095,0.014368405571591102,0.00019318946757295341,0.028716978133024592,0.14792717488750584,0.000845994831451901,0.04188589349487679,0.0007406620168545762,0.00012488040335137678,0.015107358958037144,0.0007301416003324083,0.016187774630359815,0.056017752484135624,0.016191951271657488,0.05439173179790119,0.001987558134187655,0.09569888684212344,0.08181408424064408,0.0023789832862910424,0.014077105058461567,0.0001418089393266156,0.0016687007015130212,0.13385521988857602,0.002694536367817804,0.05397430423139766,0.0007317942487357511,0.16014619187817833,0.054794849370707076,0.0008757913035942385
3,3,3,3,3,81046,summer,2016,cassadee-pope,Country,Verse 1 Rolled in as wild and free As a clear water beach at seventeen memory Eyes blue as the July sky Sent shivers down my spine Everytime that he smiled at me Pre Chorus The way he took off that white t shirt The way he looked walking out of that water And it just got hotter and hotter Chorus The tan line's fading on my sun kissed skin Hits me like a wave when I think about it Sublime on the boom box Our bare feet in the sand Makin out on the boardwalk My heart on fire in his hands He drove away the first of September But I remember Yeah I remember He talked like And he walked like And he looked like And he burned like summer summer oh He burned like summer summer oh Verse 2 His kiss was a sweet salt breeze Had a hold on me like the moon pulls the tide Took me up in the Ferris wheel And I swear it feels like I never came down from the high Pre Chorus I know we never said forever But something about it felt like it would never end Chorus The tan line's fading on my sun kissed skin Hits me like a wave when I think about it Sublime on the boom box Our bare feet in the sand Makin out on the boardwalk My heart on fire in his hands He drove away the first of September But I remember Yeah I remember He talked like And he walked like And he looked like And he burned like summer summer oh Bottle rocket sparks in the Florida sky Summer summer Something that bright's gotta burn out sometime Chorus The tan line's fading on my sun kissed skin Hits me like a wave when I think about it Sublime on the boom box Our bare feet in the sand Makin out on the boardwalk My heart on fire in his hands He drove away the first of September But I remember Yeah I remember He talked like And he walked like And he looked like And he burned like summer summer oh Yeah He burned like summer summer He burned like summer,https://www.youtube.com/watch?v=4w5K75KPIcQ,vids/Cassadee Pope - Summer.mp4,192,110,4619,0.1549596170147087,0.0869135894924829,428540.13617666153,72.06603555231561,-1441264.879627625,114.06450921973102,231.49634665001224,27.66916475970814,81046,0.11427635010060012,0.00021789173335179732,0.05104256118456326,9.192939118567709e-05,0.29784219840826015,0.0009257492442910752,0.0067176162677717415,0.000986295628121086,0.00035244472247476354,5.9424458255099434e-05,0.14611992523870776,0.0003474385723049184,0.0013879190696047797,0.0013959052919910347,0.0013899065283235162,0.0006221618078417158,0.013575879072645956,0.0013330641958819347,0.10839684658462617,0.001132041450795192,0.0003835549540224035,6.747991813818475e-05,0.0007940528098576361,0.025804840253661317,0.0012821976836165548,0.05725896793586233,0.0003482249866134827,0.0004251312307746594,0.16500525515425501,0.00041674612160068087
4,4,4,4,4,78479,little-moments,2010,brad-paisley,Country,Well I'll never forget the first time that I heard That pretty mouth say that dirty word And I can't even remember now what she backed my truck into But she covered her mouth and her face got red And she just looked so darn cute That I couldn't even act like I was mad Yeah I live for little moments like that Well that's just like last year on my birthday She lost all track of time and burnt the cake And every smoke detector in the house was goin off And she was just about to cry until I took her in my arms And I tried not to let her see me laugh Yeah I live for little moments like that I know she's not perfect but she tries so hard for me And I thank God that she isn't cause how boring would that be It's the little imperfections it's the sudden change in plans When she misreads the directions and we're lost but holding hands Yeah I live for little moments like that When she's layin on my shoulder on the sofa in the dark And about the time she falls asleep so does my right arm And I want so bad to move it cause it's tinglin and it's numb But she looks so much like an angel that I don't wanna wake her up Yeah I live for little moments When she steals my heart again and doesn't even know it Yeah I live for little moments like that,https://www.youtube.com/watch?v=vBErCVNP6rM,vids/Brad Paisley - Little Moments (Official Video).mp4,258,85,7741,0.1369880706768224,0.1246962768559484,335066.7685053611,114.3924277235257,591168.875597468,172.29064342585562,411.38473316094274,61.56315945100276,78479,0.05161662620017384,0.00043481717877294853,0.0010420254802256336,0.00018345110164015848,0.0020652176999844136,0.0018473930537049176,0.06381381063204172,0.19099960037556532,0.013305418656754954,0.00011858538592134272,0.001743729431829832,0.0006933363532549068,0.027973867520495466,0.0027856201406126634,0.1287945712562304,0.0012415645048324672,0.03969364518275825,0.16648741528298383,0.14070043072796395,0.0022590626193884503,0.0007654089507982419,0.00013466058201162584,0.0015845842211075413,0.0010868745563381204,0.14118172342895485,0.0008451787810552451,0.0006949056943480107,0.013450469329341918,0.0016243615783521279,0.0008316440925567655
5,5,5,5,5,87548,small-town-southern-man,2008,alan-jackson,Country,Born the middle son Of a farmer And a small town Southern man Like his daddy's Daddy before him Brought up Workin on the land Fell in love With a small town woman And they married up And settled down Natural way of life If you're lucky For a small town Southern man First there came Four pretty daughters For this small town Southern man Then a few years Later came another A boy he wasn't planned Seven people Living all together In a house built With his own hands Little words with love And understanding From a small town Southern man And he bowed His head to Jesus And he stood For Uncle Sam And he only loved One woman He was always proud Of what he had He said His greatest contribution Is the ones You leave behind Raised on the ways And gentle kindness Of a small town Southern man Raised on the ways And gentle kindness Of a small town Southern man Callous hands Told the story For this small town Southern man He gave it all To keep it all together And keep his family On his land Like his daddy Years wore out his body Made it hard Just to walk And stand You can break the back But you can't break The spirit Of a small town Southern man And he bowed His head to Jesus And he stood For Uncle Sam And he only loved One woman He was always proud Of what he had He said His greatest contribution Is the ones You leave behind Raised on the ways And gentle kindness Of a small town Southern man Raised on the ways And gentle kindness Of a small town Southern man Finally death Came callin' For this small town Southern man He said it's alright 'Cause I see angels And they got me By the hand Don't you cry And don't you worry I'm blessed And I know I am 'Cause God Has a place in heaven For a small town Southern man And he bowed His head to Jesus And he stood For Uncle Sam And he only loved One woman He was always proud Of what he had He said His greatest contribution Is the ones You leave behind Raised on the ways And gentle kindness Of a small town Southern man Raised on the ways And gentle kindness Of a small town Southern man,https://www.youtube.com/watch?v=5zwq9RCeISY,vids/Alan Jackson - Small Town Southern Man (Official Music Video).mp4,277,110,8332,0.1682148225357977,0.0644083846582587,82092.06373019681,83.32132122910498,-696561.2737638021,129.64927362961407,246.59134479743105,31.1710151931056,87548,0.0005467720691893595,0.00019676758584874458,0.26280117796508223,8.301702911760023e-05,0.05225993439782619,0.04075572620817444,0.00036353937115883567,0.30314003347745855,0.00031827594429441417,5.366338140211489e-05,0.0007890889491597638,0.00031375512990570905,0.0012533632207085083,0.0012605751955495064,0.02406643023691145,0.000561844522750432,0.0008540898920199721,0.04682637088707685,0.01234572829142746,0.0010222924014929955,0.00034637010400694035,6.0937881309538907e-05,0.000717071051887203,0.006194660822277928,0.0011578913018179485,0.00038246830272008463,0.000314465302993016,0.11444027683498309,0.10908861460600641,0.01748479763544275
6,6,6,6,6,25270,smoke-a-little-smoke,2009,eric-church,Country,Turn the quiet up turn the noise down Let this ol world just spin around I wanna feel it swing wanna feel it sway And put some feel good in my soul Drink a little drink smoke a little smoke Wanna little more right and a little less left Little more right now a little less what's next Act like tomorrow's ten years away And just kick back and let the feelin flow Drink a little drink smoke a little smoke yeah I set my sails for a new direction But the wind got in my way I changed my course but my definition of change Just ain't the same I'm gonna sit right here stay away from there I'm gon make pretend I just don't care I could get up go get her back Or maybe I'll just let her go Drink a little drink smoke a little smoke yeah Yeah go get her back oh Drink a little drink smoke a little smoke Drink a little drink smoke a little smoke I kick back give the blues spin Break out the wine forget again Dig down deep find my stash Light it up take me back I kick back give the blues spin Break out the wine just forget again Dig down deep strike my stash Light it up memory crash Oh no I don't know baby my take on life Maybe break out that old rock and roll Drink a little drink smoke a little smoke Gon drink a little drink smoke a little smoke yea,https://www.youtube.com/watch?v=XxWjtWONuGc,vids/Eric Church - Smoke A Little Smoke (Official Music Video).mp4,190,138,4571,0.2420965173492237,0.101138323495756,380051.8223583461,86.8549296069803,-748659.7591336688,132.32547468737846,291.19018087241,34.461100579693124,25270,0.01081259935838444,0.00034043337702727394,0.0008158377141003355,0.0001436301993103733,0.10028305971068216,0.0014463877847335409,0.04009542193577193,0.0015409852694428898,0.0005506585552458931,9.284459162632521e-05,0.060564903652485375,0.0005428369615488325,0.002168480504688269,0.041647409950944854,0.012038198653318352,0.0009720637035778672,0.28760946152394756,0.07114906606243677,0.04109293286430148,0.011635311045743849,0.09926539457789285,0.00010543041748268664,0.0012406256788153687,0.0008509516037599245,0.01186991468414135,0.000661719639132925,0.0005440656528566154,0.0006642237332552057,0.001271768744722307,0.19798338184862246
7,7,7,7,7,77702,home,2020,dolly-parton,Country,Lookin outta my windowpane Tears minglin with the rain I'm so lonesome I could cry just like old Hank Starin down on the city street Feelin empty and incomplete There's a place I need to be to fill my tank A place I can go where I can be free Where I can be happy and I just be me Ho o ome Where the warm wind's blowin and the river's flowin along Like a lazy bum in the midday sun And I've gone fishin with my pole at the fishin hole Where I can lay down my heavy load And know that I am always welcome home I left home I was seventeen I had a lot of ambitious dreams Seen a lot of those dreams come true I've had good luck I ain't complain that's for sure I got a lot to be thankful for One of those things is a magic door that opens up Back to the time when I was a kid To the sounds of crickets and the katydids It's called ho o ome On the front porch swingin' And the fern pots hangin' Ho o ome With the church bells ringin' And voices singin' Those old songs that mend my mind like a stitch in time Where the tea is sweet and the love complete Oh me I wanna go ho o ome I often think about where I have been Where I am goin and that's about when I think about Ho o ome Where the soul finds comfort and the heart finds pleasure Ho o ome Where the depths of love is hard to measure It's ho o ome I hear you callin I hear you callin' I'll never be lost as long as I know There's place like that where I can go Where I can restore my weary soul On the mountain slopes in the soft blue smoke Of ho o ome Home sweeet home Ho o ome Back to the hills with the whippoorwills Of ho o ome With the fireflies blinkin and the night stars winkin' Ho o ome Honeysuckle vine and Muscadine wine At ho o ome Where the ginseng grows in the shady groves of ho o ome With family and friends and joy that never ends Ho o ome There's no place like it no place like it Ho ome,https://www.youtube.com/watch?v=7-ifWeaSdrc,vids/Dolly Parton - Home.mp4,205,118,4928,0.1478956483584038,0.0831596697457275,-293907.0937499999,86.95540455035139,-949462.886363636,146.4632245410297,266.8221329679075,39.08527647818946,77702,0.1405269855774792,0.00020993715311821363,0.3716579214237094,8.857332206473294e-05,0.14702524578344894,0.019145468317993936,0.10382445833635381,0.025288309476431906,0.00033957801211498056,5.725504772374972e-05,0.0008419023226263797,0.0003347546216238751,0.013506260551921515,0.01351395522104066,0.03176169088435617,0.0005994485275230086,0.0009112537497692711,0.062129449413253664,0.0010030121249638652,0.06193576541172533,0.0003695525014794532,6.501642668429284e-05,0.0007650642994238003,0.0005247615809434115,0.001235388453212317,0.0004080667366256757,0.000335512326281008,0.00040961095181327623,0.0007842694862153167,0.0004015319580786755
8,8,8,8,8,174042,thats-what-i-love-about-sunday,2005,craig-morgan,Country,Raymond's in his Sunday best He's usually up to his chest in oil and grease There's the martins walking in With that mean little freckle faced kid Who broke a window last week Sweet miss Betty likes to sing off key In the pew behind me That's what I love about Sunday Sing along as the choir sways Every verse of amazing grace And then we shake the preacher's hand Go home into your blue jeans Have some chicken and some baked beans Pick a backyard football team Not do much of anything That's what I love about Sunday I stroll to the end of the drive Pick up the Sunday times grab a coffee cup Looks like sally and rob finally tied the knot Well it's about time It's thirty five cents off a ground round Baby cut that coupon out That's what I love about Sunday Cat nappin on a porch swing You curled up next to me The smell of jasmine wakes us up Take a walk down a back road Tackle box and a cane pole Carve our names in that white oak Steal a kiss as the sun fades That's what I love about Sunday New believers getting baptized Mama's hands raised up high Havin a hallelujah good time A smile on everybody's face That's what I love about Sunday That's what I love about Sunday,https://www.youtube.com/watch?v=JYBg5yx325c,vids/Thats what I love about Sunday-Craig Morgan (lyrics).mp4,190,1,5710,0.0055921012437896,0.0146235937601234,-12451.000000000002,7.784265046296296,-1192537.0,14.115393518518516,52.39621234749833,19.47327639562761,174042,0.02831114442341051,0.0003155278478331316,0.13792797629641979,0.0001331224572278501,0.07465694441606181,0.08364366683698551,0.0005829557489846558,0.26662710891330643,0.0005103733081193105,8.605223857487219e-05,0.00126534833876896,0.009647912188135505,0.0020098381442122124,0.06603492076409449,0.0020127161724996265,0.0009009491696287326,0.1476861931390113,0.0019304030964356067,0.010652278726860925,0.0107840913990008,0.0005554238671965958,9.771730673104818e-05,0.001149863605682148,0.000788697425878456,0.0018567435734469138,0.000613309351238498,0.0005042627313009392,0.08291872458258481,0.0651922461118145,0.00060348781855419
9,9,9,9,9,45207,say-you-do,2014,dierks-bentley,Country,Don't worry about the damage done Just let those words roll off your tongue Even if you're lyin' If you really don't mean it I don't care If you need a little buzz to get you there Then baby I'm buyin' Well couldn't you Say you do Say you might For tonight Have a heart Bend the truth Even if you don't Couldn't you Mess me up Get in my head Steal my t shirt Wreck my bed All night long Like you used to Even if you don't Couldn't you Say you do Yeah baby I'm begging you to lead me on Say it feels good to be back in my arms And then don't call me I dont mind a little smoke gettin in my eyes Baby take your hands take your lies And lay em on me Well couldn't you Say you do Say you might For tonight Have a heart Bend the truth Even if you don't Couldn't you Mess me up Get in my head Steal my t shirt Wreck my bed All night long Like you used to Even if you don't Couldn't you Say you do Well don't worry about the damage done Just let those words roll of your tongue Even if you're lyin' Well couldn't you Say you do Say you might For tonight Have a heart Bend the truth Even if you don't Couldn't you Mess me up Get in my head Steal my t shirt Wreck my bed All night long Like you used to Even if you don't Couldn't you Say you do Say you do Just say you do Girl I'm begging you Just say you do,https://www.youtube.com/watch?v=4xpr1fLqEj4,vids/Dierks Bentley - Say You Do (Official Music Video).mp4,225,103,5423,0.1230634207133374,0.0891885932975785,-366403.86907615705,60.769719118479415,-1632495.5378941542,130.50012147975696,222.34680144474603,14.08243518723454,45207,0.15126911568950482,0.0004703841233343296,0.06929181775855828,0.0001984569373805327,0.002234147280112351,0.029264328021852328,0.0008690615766944087,0.0021292125095593592,0.0007608567762294834,0.00012828537031192444,0.015519273531763439,0.0007500495118936646,0.19385699642901363,0.01664638826316394,0.01663343814731774,0.0013431213385283445,0.1383708650057676,0.002877815617336428,0.07041190112532755,0.2614691657038978,0.0008280174654771001,0.00014567547675089685,0.0017141991993014005,0.014808689590167637,0.0027680051192006654,0.0009143122659260082,0.000751747221115677,0.0009177722266641154,0.001757230243679299,0.0008996704741690063
