song_x,year_x,artist_x,genre_x,video_length,scene_count,frame_count,mot_int_mean,mot_int_std,lighting_met,light_mean,sat_met,sat_mean,col_en,colness,most_predominant_topic
days-go-by,2002,dirty-vegas,Electronic,243,74,6099,0.110427257,0.100926459,176646.2692,67.87588485,-1276383.112,162.3535297,281.9104317,21.8206615,topic_12
off-the-hook,2006,css,Electronic,159,26,4800,0.089731137,0.070245302,744940.3352,104.671509,-374591.0225,184.5427291,505.5747668,39.61839535,topic_12
just-a-touch,2013,alunageorge,Electronic,194,69,4868,0.171427886,0.167259058,693532.1348,37.3963302,0,130.2806667,327.6777132,0,topic_14
courtship-dating,2008,crystal-castles,Electronic,155,1,4668,0.034473981,0.039919245,-299435,4.765596065,-1374181,78.1391956,33.91004469,0.934406337,topic_13
cherry-blossom-girl,2004,air,Electronic,222,1,5573,0.007426995,1.92E-05,-491619,78.34934715,-740369,191.3822519,366.5351859,23.08346528,topic_13
maximum-overdrive,2014,2-unlimited,Electronic,207,179,5176,0.270502631,0.133419868,397867.3273,117.9616794,344235.7848,189.6565838,614.0293308,49.21973281,topic_9
tik-tok,2011,bob-sinclar,Electronic,189,186,4748,0.142898895,0.089429608,-65740.53222,112.6118328,1098322.44,164.9441248,319.4182372,106.9560751,topic_12
around-the-world,2011,bob-sinclar,Electronic,262,2,6558,0.007446136,0.013194074,108223.9195,71.88671777,-700913.5883,133.741597,210.7088754,39.00122203,topic_23
heroes-we-could-be,2015,alesso,Electronic,293,56,7050,0.066801786,0.070428516,-662121.6911,34.63715265,-1279211.236,85.80284642,88.36856367,11.98264832,topic_24
fame,2014,the-acid,Electronic,228,35,5476,0.055794522,0.050944163,-1091943.233,43.68978735,-1321226.314,140.3761642,114.2802529,13.8652796,topic_27
get-up-rattle,2013,bingo-players,Electronic,178,123,4461,0.154291121,0.088590332,-237973.2419,80.28832271,-961822.0036,154.9263084,420.5716525,23.78184843,topic_7
old-45s,2014,chromeo,Electronic,367,96,8830,0.117589309,0.07875184,-109642.3759,69.21894816,-1282694.756,110.912689,185.9980612,32.36876977,topic_19
kino,2014,cabaret-voltaire,Electronic,519,67,15577,0.107316907,0.068081239,-562984.5894,59.54293987,-1757387.954,186.0610872,531.4443719,14.11391059,topic_13
acceptable-in-the-80s,2007,calvin-harris,Electronic,213,174,5332,0.175548109,0.090364425,532991.8747,116.2561918,54235.78395,146.228176,320.4819546,67.96624972,topic_18
laurel,2013,goldfrapp,Electronic,285,12,7136,0.093804599,0.087278222,365035.2566,34.94963815,-896121.7671,176.4161224,291.8712852,1.039278575,topic_19
two-bodies,2014,flight-facilities,Electronic,267,39,6679,0.05152552,0.043454655,-309198.9725,25.81991762,-1769455.867,158.3341511,123.8616115,4.470752286,topic_13
rock-it-for-me,2012,caravan-palace,Electronic,179,67,4312,0.135771876,0.107774409,796217.2143,79.89823214,-1315428.118,232.8935849,885.4778986,20.45628613,topic_19
4-real,2017,destructo,Electronic,239,109,5756,0.145845174,0.127456232,91322.45848,84.45377133,528302.5443,158.5720091,436.0572321,68.03755448,topic_25
i-promised-myself,2009,basshunter,Electronic,171,121,4276,0.152755416,0.096471897,-1049559.438,71.84858678,-1248514.051,150.0317994,inf,28.27191259,topic_14
come-over,2014,clean-bandit,Electronic,244,71,6112,0.101460374,0.076330276,450516.5373,66.34072676,-1558433.677,139.9961749,291.4468897,21.41001209,topic_13
runaway,1992,deee-lite,Electronic,295,51,7094,0.089059286,0.075498684,726597.2984,80.19897816,-601959.7385,129.2799221,298.8025218,51.62155516,topic_4
people-hold-on,2010,coldcut,Electronic,241,144,6048,0.209986701,0.083353201,-134732.5236,95.60582251,-194935.9671,177.1740628,374.4954396,46.42028987,topic_18
better-off-alone,2011,alice-deejay,Electronic,174,167,5245,0.188440704,0.073876068,103975.5293,101.7495675,197949.6972,138.6459525,256.6946796,60.12555196,topic_17
rainbow,2009,emilie-simon,Electronic,222,65,5570,0.13215051,0.146701626,258335.718,93.11389223,-1592.528366,146.8470401,,47.34285844,topic_14
mine,1984,everything-but-the-girl,Electronic,190,1,4752,0.047170917,0.040821504,93144,48.90705729,-1818345,121.4562457,155.4606827,14.43891591,topic_4
best-be-believing,2014,alunageorge,Electronic,249,96,6248,0.168805325,0.097160544,1036038.827,89.85833349,-1138477.864,182.6380217,1039.090963,20.80076208,topic_24
plage,2010,crystal-fighters,Electronic,221,73,5549,0.146793262,0.107393312,1929444.187,138.1463863,366945.5435,166.7284006,1640.886428,50.53178753,topic_19
you,2017,galantis,Electronic,266,184,6400,0.13356843,0.080821417,-1253653.793,99.17378652,310526.1063,171.488126,647.7970885,41.47279617,topic_13
woke-up-this-morning,2008,alabama-3,Electronic,208,165,5215,0.25097646,0.121702658,-42211.4,90.8132834,-92717.49895,152.6679652,,29.75740255,topic_19
love-is-here-where-i-live,1988,everything-but-the-girl,Electronic,228,8,5725,0.115937125,0.0723968,-206012.5817,42.30396613,-1777390.651,127.8852642,217.264406,8.44237425,topic_10
mind-of-war,2015,eskmo,Electronic,192,40,4618,0.097921575,0.084791808,435754.5238,78.51974211,-936123.3551,200.8470013,806.0153211,24.50616457,topic_4
dynamite,2014,afrojack,Electronic,235,174,5650,0.124593432,0.07531317,-470152.6019,51.03675773,-1510062.035,121.5284074,164.1696151,17.19226093,topic_15
friends,2016,francis-and-the-lights,Electronic,193,3,4645,0.047831545,0.05592464,697119.2476,67.48870086,-1731074.543,160.7214141,801.6289116,8.436401902,topic_24
bombs,2015,faithless,Electronic,221,86,5530,0.161535284,0.104360224,-99817.20307,85.00467696,-513830.613,153.802266,792.815225,34.19829343,topic_7
love-on-my-mind,2007,freemasons,Electronic,210,155,5268,0.147267382,0.077942754,-126202.7346,60.82420251,-251067.2621,200.7621467,201.2069221,33.93796554,topic_13
frankie-sinatra,2016,the-avalanches,Electronic,263,37,6586,0.082544377,0.055141558,-441191.2382,48.4420233,-1601543.353,111.2010745,162.3008588,20.04246078,topic_13
wave,2013,crystal-fighters,Electronic,216,11,5402,0.058872077,0.072443415,-1125884.966,45.95741108,-1321406.349,167.5211798,198.7562926,10.20625709,topic_7
gravity,2015,dj-fresh,Electronic,196,99,4924,0.166890586,0.099975325,665660.2474,83.91784534,-1444815.81,169.465683,575.1512033,26.74716479,topic_19
i-can-only-imagine,2011,david-guetta,Electronic,234,149,5628,0.188416172,0.100265711,-324574.247,80.71046315,22153.33724,181.5470705,342.9379826,30.25300195,topic_12
ocean-drive,2015,duke-dumont,Electronic,207,57,4976,0.05826465,0.053933959,-485393.3615,58.24423627,-1063055.544,132.5443666,204.8108648,14.53745066,topic_7
the-rockafeller-skank,1998,fatboy-slim,Electronic,245,81,6138,0.14372892,0.102161038,-130441.827,117.0889435,853930.7657,188.0842565,1794.461003,40.39370498,topic_13
salva-mea,1996,faithless,Electronic,248,68,6215,0.126106961,0.11069254,-169731.5342,43.79088223,-1027419.611,159.8543866,234.2679015,1.511795405,topic_13
jo,2013,goldfrapp,Electronic,304,31,7608,0.0222843,0.023393141,-588102.4386,44.21650764,-867035.864,130.3164285,134.5148337,5.449642605,topic_17
forgive-me,2013,austra,Electronic,202,37,5057,0.041944888,0.047882419,-930318.2642,64.76793824,-444006.173,179.2477194,276.9666666,24.06482309,topic_13
hate-street-dialogue,2015,the-avener,Electronic,336,87,10095,0.087658582,0.067009819,-295762.5372,51.26956377,-1210790.392,108.6073553,154.9473086,22.27610759,topic_13
dangerous,2014,david-guetta,Electronic,428,378,10701,0.298150154,0.120971934,738176.1135,99.59141742,-130839.9869,165.7946797,396.1754671,48.21271342,topic_11
what-i-want,2007,bob-sinclar,Electronic,211,165,5290,0.208379046,0.082390812,1110857.418,99.26928078,175404.0769,145.7554061,,64.11656367,topic_19
angel-in-the-night,2008,basshunter,Electronic,229,157,5749,0.194012228,0.126605818,-43274.55853,96.14047666,-94975.78953,126.2612705,343.2354948,36.93239941,topic_4
groove-is-in-the-heart,2005,deee-lite,Electronic,290,81,8713,0.105893976,0.071224384,443900.6521,105.9244741,-290889.2309,105.3016422,293.4360129,62.0187755,topic_14
this-momentary,2009,delphic,Electronic,229,77,5743,0.129144983,0.11202729,291164.3141,66.98021307,-818423.6556,179.88074,745.0678403,12.25916415,topic_14
drew,2013,goldfrapp,Electronic,299,6,7477,0.079151477,0.085348469,904544.8794,50.1933585,0,187.0678478,505.9939575,0,topic_24
just-one-last-time,2011,david-guetta,Electronic,255,82,6133,0.075357473,0.049251455,-675196.362,58.12132461,-672778.092,131.7568518,181.3501158,24.35800056,topic_4
heading-up-high,2015,armin-van-buuren,Electronic,241,98,5805,0.144634788,0.100498629,-160321.0164,52.8409056,-1693058.514,161.8644903,300.0558645,5.055271432,topic_12
suzy,2008,caravan-palace,Electronic,184,61,4617,0.148466139,0.10559126,-353562.5727,84.13167677,-1047971.339,132.0391405,285.514911,30.21224945,topic_19
strict-machine,2003,goldfrapp,Electronic,220,125,5511,0.283164994,0.179040777,1547318.553,105.4866176,-547472.0842,196.7820188,2991.439415,42.54188175,topic_24
to-let-myself-go,2015,the-avener,Electronic,249,71,6237,0.116327809,0.069624309,67179.03447,56.77813142,-1703764.007,123.8283347,209.2291538,16.20892353,topic_27
the-dumbing-down-of-love,2002,frou-frou,Electronic,282,15,8487,0.057003285,0.039901998,-99811.32485,125.3474774,522812.5959,177.8861547,370.8224035,84.30083753,topic_12
no-one,1994,2-unlimited,Electronic,205,172,5126,0.296812772,0.132187352,634096.7965,113.6875449,93757.39407,162.9527035,414.7793019,45.84057842,topic_17
chronicles-of-a-fallen-love,2013,the-bloody-beetroots,Electronic,285,87,7139,0.088657761,0.076224627,739784.3611,63.88584719,-1784269.547,125.6152088,304.007977,17.28446678,topic_22
fly,2013,the-child-of-lov,Electronic,236,97,5677,0.1157996,0.093366466,-383731.4435,57.2979053,-1641006.651,134.1429651,228.473297,18.00530621,topic_19
mean-what-i-mean,2016,alunageorge,Electronic,199,78,4785,0.113412142,0.047741309,384639.6481,58.02835358,-1548011.931,110.7807506,194.6935073,31.52248703,topic_7
2good4me,2016,breakbot,Electronic,258,83,6472,0.09809255,0.066752278,-496375.2806,70.96448464,-803948.7886,142.9948961,225.6875915,30.55829092,topic_14
bounce,2017,calvin-harris,Electronic,230,90,5538,0.112552845,0.051817737,-532370.959,59.09099399,-1459306.093,116.2794926,184.4745768,20.95681151,topic_13
milkman,2011,ema,Electronic,209,125,5033,0.236237914,0.17837054,677985.7336,114.7114729,101582.2271,176.8010052,,54.8308064,topic_13
fear-delight,2014,the-correspondents,Electronic,199,11,5000,0.13292463,0.089418635,854836.1942,63.11198194,-96408.2736,207.4251306,684.1734271,3.056429676,topic_24
here-for-you,2014,gorgon-city,Electronic,232,30,5815,0.104499254,0.079868503,553591.7567,63.04167378,-1721073.31,121.0928021,253.7829934,15.81944673,topic_19
sound-of-freedom,2007,bob-sinclar,Electronic,220,169,5509,0.211313052,0.085256526,-146071.8953,115.5385997,786619.5471,145.5551919,282.9780608,64.04118428,topic_19
caravan-girl,2008,goldfrapp,Electronic,219,66,5476,0.175591668,0.112608421,334595.2814,94.45674612,-681004.0221,139.7883649,329.3895163,32.02020518,topic_19
youth,2016,glass-animals,Electronic,233,136,5600,0.153284983,0.098549508,636951.2646,87.39890381,-1543689.462,150.3928857,608.9177958,27.87421547,topic_4
slash-dot-dash,2004,fatboy-slim,Electronic,144,147,3614,0.175916053,0.049777805,-107756.9887,57.51415358,-968437.7955,150.2589381,213.9640416,23.61700933,topic_19
the-future-of-the-future-stay-gold,1998,deep-dish,Electronic,584,1,17533,0.001890125,0.00011129,180283,153.4388542,1965239,246.0512905,473.7633683,123.1315267,topic_14
decisions,2014,borgore,Electronic,246,82,5920,0.082887952,0.070341748,-809173.0389,64.10171328,-1175839.064,118.5300135,174.0872885,31.66916494,topic_14
through-the-night,2014,cedric-gervais,Electronic,184,92,4428,0.099655474,0.065913426,-1873978.504,44.54409344,-1709373.867,128.406041,151.8320671,11.79813509,topic_13
one-step-too-far,2013,faithless,Electronic,204,124,5122,0.197121268,0.134560025,-182572.0828,94.32523382,358342.3938,171.1335458,1528.107858,44.64491374,topic_14
slow-acid,2014,calvin-harris,Electronic,266,129,6389,0.108625362,0.11754572,-413473.1575,55.33071142,-327422.722,123.8012905,265.7234086,20.27184292,topic_4
many-ways,2013,ferry-corsten,Electronic,200,108,5003,0.138700611,0.077142184,-122865.3516,78.98320234,-1029075.118,189.0923421,379.9271004,17.48955893,topic_29
annabel,2013,goldfrapp,Electronic,415,3,10393,0.063670537,0.060022315,892456.5584,50.84323609,0,188.9220732,510.4256074,0,topic_15
spaceship,2011,benny-benassi,Electronic,208,183,5006,0.2486022,0.093874309,208949.1322,115.4720615,697271.4337,175.7112615,539.1523812,50.72588251,topic_5
driving,1990,everything-but-the-girl,Electronic,214,2,6443,0.131886326,0.07392896,1532365.977,149.7229042,168209.6129,126.6688749,670.9665217,47.42134804,topic_23
alone,2013,armin-van-buuren,Electronic,233,58,5840,0.138954559,0.099823608,441431.6519,81.49151182,-1222625.637,149.5974624,395.349959,25.99195511,topic_21
sun-god,2011,cut-copy,Electronic,899,1,22492,0.003646949,1.48E-05,-2727877,49.06671296,-1315245,184.9862847,219.9261027,22.63268213,topic_24
let-go,2002,frou-frou,Electronic,319,57,7680,0.122960135,0.087384274,12693.85326,80.28947708,-486351.1003,149.8521409,,26.24871582,topic_21
love-again,2014,cedric-gervais,Electronic,228,94,5496,0.304814152,0.208986002,-1030873.415,52.09516831,-72480.89192,254.7465476,inf,0.06551363,topic_21
warpath,2011,esben-and-the-witch,Electronic,220,49,5301,0.069894178,0.055937075,-662153.6182,42.32145509,-1451258.084,145.5226617,159.9379545,5.250602819,topic_21
concrete,2016,crystal-castles,Electronic,196,142,4722,0.073562247,0.055617964,-773882.7258,93.01131896,1198365.43,180.9660482,335.1041193,44.08886238,topic_21
something-about-us,2001,daft-punk,Electronic,228,43,5706,0.097440956,0.073878922,-73770.48247,82.5642705,-731079.5067,158.4804892,330.6494134,54.40049523,topic_21
alarm-call,2014,the-correspondents,Electronic,235,10,5879,0.040261548,0.085489389,-1147785.29,61.46611504,-1491039.256,199.8137045,427.5445951,29.06558142,topic_21
sad-eyes,2012,crystal-castles,Electronic,134,112,3363,0.264266905,0.168402385,346034.3702,87.05235007,-547183.2397,186.7338616,,32.96904863,topic_2
habitat,2014,austra,Electronic,335,75,8041,0.058569243,0.040457673,-761078.3429,66.63430403,-404879.2457,127.484724,177.5810281,26.71318107,topic_21
talk,2020,bob-moses,Electronic,254,41,6120,0.071478133,0.066302644,-965461.1149,48.73701833,-1300101.897,105.6049982,122.1136053,16.68982034,topic_21
fred-come-to-bed,2001,e-rotic,Electronic,170,71,4252,0.081023805,0.042361925,-17028.32244,80.95107364,-158178.9953,138.1975236,230.7706699,43.42334734,topic_21
life-itself,2016,glass-animals,Electronic,285,119,6856,0.131293823,0.082809709,779387.9141,88.92647516,-1484546.316,135.8853348,945.5267311,22.29805227,topic_21
weapon-of-choice,2006,fatboy-slim,Electronic,225,15,5405,0.054041907,0.044439834,-875512.3687,65.92186997,-876286.2886,112.3397645,155.9004594,26.26729803,topic_21
without-you,2013,dillon-francis,Electronic,266,71,6671,0.117528344,0.096445218,288290.4502,74.55136934,-1396151.327,131.2944655,inf,18.12697457,topic_21
out-of-sight,2013,the-bloody-beetroots,Electronic,277,176,6948,0.131920683,0.091136118,-440579.1131,60.64142679,-986232.9509,139.8901236,205.9119912,12.75627457,topic_26
need-u-100,2013,duke-dumont,Electronic,190,76,4758,0.103590518,0.067277114,217318.6946,65.25518348,-1476720.385,118.6366457,206.5777203,24.02449194,topic_21
out-of-my-mind,2012,bingo-players,Electronic,217,209,6515,0.166460129,0.114595279,-98027.51328,78.25102659,-38202.17268,160.1144256,332.0449563,43.14222449,topic_21
darlin,2000,bob-sinclar,Electronic,277,97,6942,0.097834041,0.049207799,-262302.8957,91.5225152,604797.919,178.327108,317.5115875,26.34326805,topic_21
so-what,2006,field-mob,Hip-Hop,224,182,5395,0.201877157,0.080414018,-205143.8604,103.5196131,328915.0471,138.6972065,304.1416137,46.52876165,topic_12
i-told-em,2013,french-montana,Hip-Hop,277,192,6658,0.189160271,0.077291564,484240.2307,72.59132758,-1101023.471,132.1560644,248.428903,27.04690655,topic_20
changed-the-way-you-kiss-me,2019,example,Hip-Hop,194,9,4852,0.211115653,0.103605083,497360.6791,39.37883077,-44168.38067,186.4964762,376.8430479,0.026720273,topic_23
tha-crossroads,1995,bone-thugs-n-harmony,Hip-Hop,282,75,6785,0.121544307,0.084875312,-275904.7456,66.44059179,-532439.6197,161.0683087,220.4102894,22.1341035,topic_18
ricochet,2016,bas,Hip-Hop,195,34,4701,0.100976696,0.083580295,-252039.0196,70.3964353,-1489334.558,173.1870987,393.6425976,27.70270559,topic_25
take-me-home,2007,brother-ali,Hip-Hop,239,50,7183,0.128831409,0.074746045,259369.1614,82.13563186,-156247.0898,118.5522874,209.4899345,62.26987647,topic_11
outta-my-system,2006,bow-wow,Hip-Hop,255,66,7680,0.173877184,0.093602797,57159.47591,46.91149549,-1631118.051,152.7897593,224.3594043,2.282729778,topic_12
i-wonder-if-heaven-got-a-ghetto,1997,2pac,Hip-Hop,291,51,7008,0.169726209,0.097418929,114909.5203,102.5053342,93363.61173,146.8435694,368.1035555,46.02917025,topic_23
l8r,2012,azealia-banks,Hip-Hop,94,45,2263,0.198567442,0.088072475,478773.639,92.67863945,-78572.40787,112.3099345,249.5600085,63.7462124,topic_14
till-i-die,2012,chris-brown,Hip-Hop,253,94,6078,0.192282919,0.107230379,129800.6634,84.52352787,-1231268.72,165.3810524,,27.37818303,topic_14
this-christmas,2007,chris-brown,Hip-Hop,215,100,5181,0.154501196,0.099228581,-328856.6099,87.96267401,-154644.5879,164.5160474,300.7409853,31.12876881,topic_12
love-me,2020,112,Hip-Hop,251,100,6045,0.179707243,0.114129675,1699325.87,126.0338772,-154140.5409,207.1703214,1935.69774,36.08689507,topic_18
up-all-night,2009,classified,Hip-Hop,244,152,7323,0.175649308,0.142672887,97394.69534,79.93839642,-301665.7963,165.1284866,389.5344984,23.13799217,topic_23
from-now-on,2015,dreezy,Hip-Hop,197,71,4737,0.163710001,0.127795538,617262.6935,77.9932113,-167897.9666,162.7899795,611.0220639,28.13050361,topic_12
bang-bang-boom,2004,drag-on,Hip-Hop,262,1,6572,0.009837005,2.88E-05,418619,109.2514892,-143285,139.9584336,269.6145973,63.89805004,topic_27
i-gotta-feeling,2009,black-eyed-peas,Hip-Hop,291,238,6987,0.190064528,0.069734825,-612551.8165,81.790007,-819474.4833,161.000847,inf,31.53033034,topic_19
good-drank,2017,2-chainz,Hip-Hop,237,81,5697,0.223831522,0.08464017,535509.2331,74.5781797,-1736522.342,206.348817,1044.790428,3.754136148,topic_14
chum,2013,earl-sweatshirt,Hip-Hop,189,1,4556,0.039681585,0.033906163,-2432792,19.74269965,0,254.9955729,20137.72845,0,topic_23
panda,2016,desiigner,Hip-Hop,242,37,5828,0.043152009,0.028432984,-1097694.563,47.25825102,-931169.1922,123.8527474,126.7510677,13.11840874,topic_25
i-fink-u-freeky,2012,die-antwoord,Hip-Hop,234,72,5865,0.11044644,0.088979102,-534097.5028,48.2072153,-1282028.559,212.5984745,458.2031872,3.899814026,topic_18
boom-boom-pow,2020,black-eyed-peas,Hip-Hop,209,88,5017,0.067975285,0.050702246,-367478.0108,64.80341419,-139194.7251,140.3045279,181.2610155,36.31898185,topic_5
one-love,2007,cormega,Hip-Hop,204,17,6145,0.029363424,0.090288659,143494.7203,62.83378008,-843272.5089,135.7266543,553.6825283,33.23500875,topic_3
bring-em-out,2015,bodega-bamz,Hip-Hop,289,47,6946,0.073717682,0.061390686,-1012443.656,65.20956579,-1275166.349,129.6458551,204.0516151,21.32499767,topic_25
nobody-speak,2016,dj-shadow,Hip-Hop,232,54,5807,0.100586261,0.054891874,-38657.17806,54.35936745,-1669775.62,154.0527263,242.1996627,10.15419093,topic_20
first-date,2012,50-cent,Hip-Hop,191,146,4607,0.197781769,0.098096,-168986.858,58.20845163,-774653.1153,137.8186538,241.7607483,29.29784681,topic_20
hate-bein-sober,2012,chief-keef,Hip-Hop,207,81,4992,0.145369619,0.066492321,805414.2324,85.08592314,-1337655.565,94.76652725,224.9579369,37.70180284,topic_20
apple-of-my-eye,2012,big-boi,Hip-Hop,331,144,7946,0.096349326,0.061880686,-971759.6729,80.00438267,-572185.7827,159.0864263,453.2973437,27.16417889,topic_20
fancy,2010,drake,Hip-Hop,299,215,8990,0.209997727,0.134174498,221952.8554,67.5715562,-639521.1969,152.6367778,297.6341643,23.09913016,topic_20
we-in-da-club,2012,bow-wow,Hip-Hop,220,129,5285,0.180671228,0.104243277,98823.54853,60.82278599,-728453.161,138.8933484,248.3364659,29.44924499,topic_20
ultimate,2015,denzel-curry,Hip-Hop,206,33,4960,0.079962807,0.05975625,-688788.0935,38.33279164,-1576753.66,113.0054648,,8.381564461,topic_20
higher,2014,classified,Hip-Hop,245,14,7359,0.109687285,0.075166369,-875223.4664,80.61655268,-596592.615,125.6776482,232.0890924,31.53628231,topic_20
baby-by-me,2009,50-cent,Hip-Hop,234,58,5639,0.140559007,0.079782339,-151587.643,61.30705305,-1217392.273,119.1112909,181.5010716,20.9446766,topic_20
no-jumper-cables,2003,aesop-rock,Hip-Hop,239,165,5742,0.194169834,0.10911835,-126482.0312,77.48025412,-543379.7692,176.4450061,,22.82109687,topic_20
next-to-you,2011,chris-brown,Hip-Hop,362,207,10883,0.127741235,0.062234519,-736113.2622,69.11177924,-840970.0029,158.6854098,379.4030998,16.60570127,topic_20
rubber-band-stacks,2015,brooke-candy,Hip-Hop,183,142,4397,0.153265639,0.082293762,-372626.4521,98.25424714,-88773.25108,148.3963311,447.3181055,56.02237604,topic_20
im-supposed-to-die-tonight,2005,50-cent,Hip-Hop,194,67,5832,0.192987215,0.105984221,80655.69239,80.09140336,-178052.2925,120.6131562,234.4664423,36.46869343,topic_20
delta,2012,c2c,Hip-Hop,192,43,4825,0.076774326,0.0812991,270057.5316,83.75195255,-887310.3163,67.34682178,152.0997999,56.04428815,topic_22
get-got,2012,death-grips,Hip-Hop,171,107,5153,0.196920576,0.16909912,-70538.82651,61.23873343,-606377.8789,140.7573284,254.8788484,17.80277892,topic_16
love-more,2014,chris-brown,Hip-Hop,254,73,6106,0.064034195,0.037436874,-735336.8452,49.56444787,-1501070.565,88.09060923,107.4619401,27.92910444,topic_16
whoa,2013,earl-sweatshirt,Hip-Hop,202,55,4858,0.13911169,0.094989181,25660.27501,91.87668125,-1132171.262,108.1726708,288.8952355,37.15410683,topic_14
still-fly,2002,big-tymers,Hip-Hop,264,230,6342,0.166783412,0.06937161,-75975.9445,71.22031243,-534070.213,119.6410104,184.9810905,33.44777596,topic_13
spend-it-remix,2011,2-chainz,Hip-Hop,212,230,6364,0.170248624,0.075887974,-161076.4007,55.12029876,-977634.5069,113.2882656,187.5941259,31.8902708,topic_24
still-not-a-player,1998,big-punisher,Hip-Hop,276,196,8310,0.1750901,0.07921624,-173197.6297,92.04855609,134547.5812,136.9107233,278.2113496,38.89939417,topic_22
handlebars,2008,flobots,Hip-Hop,208,79,6254,0.198892329,0.121342239,1022585.537,108.7461976,-646171.7309,155.0489186,738.9968555,23.9754419,topic_24
gimme-some-more,1998,busta-rhymes,Hip-Hop,172,120,5185,0.274554156,0.151001573,856484.4112,123.7362473,480739.3626,183.9333582,6024.138197,66.14217286,topic_12
hotline-bling,2016,drake,Hip-Hop,295,88,7085,0.120492146,0.098741621,869831.5255,113.5751103,151487.1529,178.5458819,930.717726,57.26688471,topic_22
she-said-ok,2012,big-boi,Hip-Hop,242,39,5824,0.141029296,0.104145068,423818.6281,74.24624573,-1431119.364,112.3346245,inf,25.35406151,topic_8
hustlers-ambition,2017,50-cent,Hip-Hop,292,230,7019,0.265237963,0.117950363,43969.11654,64.9734507,-783632.331,149.5244156,270.6966821,19.45377682,topic_4
guarantees,2008,atmosphere,Hip-Hop,286,1,8598,0.02015327,0.020198847,-170791,40.8265535,-825110,90.16580247,126.3944932,9.222307115,topic_16
practice,2011,drake,Hip-Hop,237,1,7133,0.005753563,0.024456801,-252534,65.26638889,-672488,120.3259896,153.8078643,31.05382997,topic_22
ayo-technology,2007,50-cent,Hip-Hop,248,186,7456,0.13100026,0.058179102,-556031.0735,57.20024036,-825928.5078,126.4509477,163.5896407,18.72111292,topic_7
oh-my,2011,dj-drama,Hip-Hop,275,77,6607,0.169811538,0.10613251,-122039.8223,90.01467715,-370408.3672,187.3893468,639.3135357,36.39234232,topic_24
i-mean-it,2014,g-eazy,Hip-Hop,237,98,5702,0.142980417,0.11680064,256137.2804,82.04319822,-1100931.398,149.6616147,409.105779,38.11948555,topic_14
take-off,2011,chipmunk,Hip-Hop,241,5,5803,0.076435064,0.04731026,-679634.7319,48.29304512,-1731051.759,113.5476471,130.6603066,18.00160011,topic_4
good-morning,2009,chamillionaire,Hip-Hop,212,3,5110,0.123815078,0.054902877,332035.9209,76.92714752,-860409.1785,134.660294,307.8084649,31.30325917,topic_22
eazy,2007,aceyalone,Hip-Hop,176,52,5293,0.115731783,0.07286475,127386.7897,89.93818274,184972.2122,156.5865516,271.2661266,92.35782044,topic_14
stay-real,1993,erick-sermon,Hip-Hop,273,95,8201,0.199131358,0.109328341,-76067.40532,64.86989673,-1045172.763,205.7568995,481.471985,4.250273447,topic_16
knownots,2019,aceyalone,Hip-Hop,298,57,8963,0.094844836,0.073556681,-119845.1409,55.83815749,-393074.7051,216.8285063,,3.618312703,topic_22
make-some-noise,2011,beastie-boys,Hip-Hop,320,88,7684,0.148231917,0.092342921,-392677.4106,73.11019453,-1189474.213,160.3950622,311.7003015,27.35445285,topic_17
twisted,2014,50-cent,Hip-Hop,193,131,4634,0.107275094,0.062605115,-545900.6601,63.93703943,-87547.88671,118.4248337,179.9100282,29.46511045,topic_14
fast-cars,2005,aesop-rock,Hip-Hop,240,79,7202,0.146162559,0.106272285,115122.5528,87.11567874,-568224.0712,175.1764957,,21.21204622,topic_14
i-love-you,1998,dru-hill,Hip-Hop,313,158,7526,0.14783231,0.080421314,-311345.0369,80.48375224,-80828.90938,185.6728874,316.8583509,26.2243266,topic_14
mind-your-manners,2012,chiddy-bang,Hip-Hop,194,71,4680,0.165156934,0.109824219,272941.2957,94.90765887,-1119379.068,122.1639449,370.2811394,31.73164983,topic_10
like-you,2005,bow-wow,Hip-Hop,280,131,8416,0.168028861,0.080145277,-227288.5828,97.15595957,-6318.042657,133.7994136,278.2822701,41.48548349,topic_12
my-way,2015,fetty-wap,Hip-Hop,230,136,5521,0.150117742,0.080957893,-806218.9929,51.97181188,-1365364.239,136.1911041,204.5497401,18.33835121,topic_10
drop-it-low,2009,ester-dean,Hip-Hop,211,189,6354,0.161819277,0.072197511,-608034.4599,92.42421125,-358525.0718,150.6674072,328.163474,42.04931299,topic_14
the-big-big-beat,2017,azealia-banks,Hip-Hop,235,97,5656,0.120543498,0.075665417,-391285.672,76.82290064,-1526184.416,153.9438063,511.2592068,17.99780638,topic_22
major-distribution,2013,50-cent,Hip-Hop,263,238,6315,0.154922506,0.098502927,-213182.5292,56.97274876,-564005.9229,138.4624558,201.9933417,17.50811139,topic_14
symphony-2000,1999,epmd,Hip-Hop,301,213,7243,0.202308733,0.140206784,-171362.5412,95.82068469,729646.0297,193.788119,323.4075179,46.5924821,topic_17
housewives,2015,bas,Hip-Hop,232,32,5571,0.048632612,0.048184971,-1092746.452,45.01341339,-1767618.748,142.282723,153.169031,10.5855028,topic_14
fly-again-broken-wings,2013,danny-fernandes,Hip-Hop,220,185,5285,0.135634718,0.080396753,-1535413.285,73.30110384,-766354.4023,164.5050629,423.3254527,22.95187898,topic_10
